SnapshotDate,ProductID,WarehouseID,StockOnHand
2024-06-01,P0041,W02,272
2024-06-01,P0041,W03,317
2024-06-01,P0042,W01,453
2024-06-01,P0042,W02,125
2024-06-01,P0042,W03,261
2024-06-01,P0043,W01,528
2024-06-01,P0043,W02,564
2024-06-01,P0043,W03,510
2024-06-01,P0044,W01,171
2024-06-01,P0044,W02,222
2024-06-01,P0044,W03,595
2024-06-01,P0045,W01,384
2024-06-01,P0045,W02,452
2024-06-01,P0045,W03,111
2024-06-01,P0046,W01,412
2024-06-01,P0046,W02,165
2024-06-01,P0046,W03,549
2024-06-01,P0047,W01,367
2024-06-01,P0047,W02,179
2024-06-01,P0047,W03,249
2024-06-01,P0048,W01,428
2024-06-01,P0048,W02,274
2024-06-01,P0048,W03,350
2024-06-01,P0049,W01,291
2024-06-01,P0049,W02,152
2024-06-01,P0049,W03,524
2024-06-01,P0050,W01,260
2024-06-01,P0050,W02,280
2024-06-01,P0050,W03,195
2024-07-01,P0001,W01,333
2024-07-01,P0001,W02,318
2024-07-01,P0001,W03,415
2024-07-01,P0002,W01,290
2024-07-01,P0002,W02,208
2024-07-01,P0002,W03,339
2024-07-01,P0003,W01,571
2024-07-01,P0003,W02,190
2024-07-01,P0003,W03,158
2024-07-01,P0004,W01,65
2024-07-01,P0004,W02,520
2024-07-01,P0004,W03,454
2024-07-01,P0005,W01,347
2024-07-01,P0005,W02,513
2024-07-01,P0005,W03,506
2024-07-01,P0006,W01,164
2024-07-01,P0006,W02,374
2024-07-01,P0006,W03,318
2024-07-01,P0007,W01,81
2024-07-01,P0007,W02,159
2024-07-01,P0007,W03,207
2024-07-01,P0008,W01,369
2024-07-01,P0008,W02,438
2024-07-01,P0008,W03,366
2024-07-01,P0009,W01,73
2024-07-01,P0009,W02,78
2024-07-01,P0009,W03,321
2024-07-01,P0010,W01,490
2024-07-01,P0010,W02,512
2024-07-01,P0010,W03,455
2024-07-01,P0011,W01,377
2024-07-01,P0011,W02,130
2024-07-01,P0011,W03,523
2024-07-01,P0012,W01,184
2024-07-01,P0012,W02,189
2024-07-01,P0012,W03,186
2024-07-01,P0013,W01,146
2024-07-01,P0013,W02,536
2024-07-01,P0013,W03,229
2024-07-01,P0014,W01,172
2024-07-01,P0014,W02,56
2024-07-01,P0014,W03,143
2024-07-01,P0015,W01,551
2024-07-01,P0015,W02,504
2024-07-01,P0015,W03,427
2024-07-01,P0016,W01,122
2024-07-01,P0016,W02,337
2024-07-01,P0016,W03,501
2024-07-01,P0017,W01,427
2024-07-01,P0017,W02,314
2024-07-01,P0017,W03,539
2024-07-01,P0018,W01,96
2024-07-01,P0018,W02,106
2024-07-01,P0018,W03,370
2024-07-01,P0019,W01,552
2024-07-01,P0019,W02,422
2024-07-01,P0019,W03,442
2024-07-01,P0020,W01,346
2024-07-01,P0020,W02,42
2024-07-01,P0020,W03,268
2024-07-01,P0021,W01,145
2024-07-01,P0021,W02,252
2024-07-01,P0021,W03,500
2024-07-01,P0022,W01,592
2024-07-01,P0022,W02,475
2024-07-01,P0022,W03,184
2024-07-01,P0023,W01,49
2024-07-01,P0023,W02,378
2024-07-01,P0023,W03,221
2024-07-01,P0024,W01,301
2024-07-01,P0024,W02,429
2024-07-01,P0024,W03,330
2024-07-01,P0025,W01,329
2024-07-01,P0025,W02,245
2024-07-01,P0025,W03,156
2024-07-01,P0026,W01,249
2024-07-01,P0026,W02,589
2024-07-01,P0026,W03,263
2024-07-01,P0027,W01,507
2024-07-01,P0027,W02,372
2024-07-01,P0027,W03,472
2024-07-01,P0028,W01,141
2024-07-01,P0028,W02,330
2024-07-01,P0028,W03,471
2024-07-01,P0029,W01,59
2024-07-01,P0029,W02,368
2024-07-01,P0029,W03,126
2024-07-01,P0030,W01,149
2024-07-01,P0030,W02,568
2024-07-01,P0030,W03,186
2024-07-01,P0031,W01,484
2024-07-01,P0031,W02,563
2024-07-01,P0031,W03,96
2024-07-01,P0032,W01,65
2024-07-01,P0032,W02,534
2024-07-01,P0032,W03,596
2024-07-01,P0033,W01,123
2024-07-01,P0033,W02,217
2024-07-01,P0033,W03,447
2024-07-01,P0034,W01,141
2024-07-01,P0034,W02,226
2024-07-01,P0034,W03,140
2024-07-01,P0035,W01,205
2024-07-01,P0035,W02,193
2024-07-01,P0035,W03,77
2024-07-01,P0036,W01,364
2024-07-01,P0036,W02,438
2024-07-01,P0036,W03,327
2024-07-01,P0037,W01,593
2024-07-01,P0037,W02,177
2024-07-01,P0037,W03,562
2024-07-01,P0038,W01,187
2024-07-01,P0038,W02,318
2024-07-01,P0038,W03,237
2024-07-01,P0039,W01,288
2024-07-01,P0039,W02,442
2024-07-01,P0039,W03,396
2024-07-01,P0040,W01,408
2024-07-01,P0040,W02,315
2024-07-01,P0040,W03,385
2024-07-01,P0041,W01,560
2024-07-01,P0041,W02,105
2024-07-01,P0041,W03,520
2024-07-01,P0042,W01,223
2024-07-01,P0042,W02,527
2024-07-01,P0042,W03,461
2024-07-01,P0043,W01,190
2024-07-01,P0043,W02,115
2024-07-01,P0043,W03,407
2024-07-01,P0044,W01,343
2024-07-01,P0044,W02,395
2024-07-01,P0044,W03,208
2024-07-01,P0045,W01,330
2024-07-01,P0045,W02,409
2024-07-01,P0045,W03,411
2024-07-01,P0046,W01,221
2024-07-01,P0046,W02,538
2024-07-01,P0046,W03,589
2024-07-01,P0047,W01,363
2024-07-01,P0047,W02,591
2024-07-01,P0047,W03,362
2024-07-01,P0048,W01,448
2024-07-01,P0048,W02,90
2024-07-01,P0048,W03,446
2024-07-01,P0049,W01,453
2024-07-01,P0049,W02,533
2024-07-01,P0049,W03,591
2024-07-01,P0050,W01,129
2024-07-01,P0050,W02,551
2024-07-01,P0050,W03,437
2024-08-01,P0001,W01,451
2024-08-01,P0001,W02,396
2024-08-01,P0001,W03,412
2024-08-01,P0002,W01,569
2024-08-01,P0002,W02,570
2024-08-01,P0002,W03,259
2024-08-01,P0003,W01,418
2024-08-01,P0003,W02,437
2024-08-01,P0003,W03,333
2024-08-01,P0004,W01,408
2024-08-01,P0004,W02,416
2024-08-01,P0004,W03,468
2024-08-01,P0005,W01,391
2024-08-01,P0005,W02,202
2024-08-01,P0005,W03,490
2024-08-01,P0006,W01,352
2024-08-01,P0006,W02,322
2024-08-01,P0006,W03,409
2024-08-01,P0007,W01,521
2024-08-01,P0007,W02,465
2024-08-01,P0007,W03,249
2024-08-01,P0008,W01,299
2024-08-01,P0008,W02,248
2024-08-01,P0008,W03,581
2024-08-01,P0009,W01,461
2024-08-01,P0009,W02,213
2024-08-01,P0009,W03,495
2024-08-01,P0010,W01,479
2024-08-01,P0010,W02,287
2024-08-01,P0010,W03,468
2024-08-01,P0011,W01,314
2024-08-01,P0011,W02,352
2024-08-01,P0011,W03,494
2024-08-01,P0012,W01,159
2024-08-01,P0012,W02,183
2024-08-01,P0012,W03,105
2024-08-01,P0013,W01,440
2024-08-01,P0013,W02,562
2024-08-01,P0013,W03,586
2024-08-01,P0014,W01,356
2024-08-01,P0014,W02,150
2024-08-01,P0014,W03,53
2024-08-01,P0015,W01,280
2024-08-01,P0015,W02,297
2024-08-01,P0015,W03,307
2024-08-01,P0016,W01,533
2024-08-01,P0016,W02,367
2024-08-01,P0016,W03,418
2024-08-01,P0017,W01,583
2024-08-01,P0017,W02,163
2024-08-01,P0017,W03,461
2024-08-01,P0018,W01,104
2024-08-01,P0018,W02,274
2024-08-01,P0018,W03,433
2024-08-01,P0019,W01,302
2024-08-01,P0019,W02,243
2024-08-01,P0019,W03,201
2024-08-01,P0020,W01,336
2024-08-01,P0020,W02,239
2024-08-01,P0020,W03,536
2024-08-01,P0021,W01,466
2024-08-01,P0021,W02,554
2024-08-01,P0021,W03,326
2024-08-01,P0022,W01,512
2024-08-01,P0022,W02,129
2024-08-01,P0022,W03,251
2024-08-01,P0023,W01,179
2024-08-01,P0023,W02,199
2024-08-01,P0023,W03,226
2024-08-01,P0024,W01,453
2024-08-01,P0024,W02,323
2024-08-01,P0024,W03,488
2024-08-01,P0025,W01,494
2024-08-01,P0025,W02,62
2024-08-01,P0025,W03,556
2024-08-01,P0026,W01,286
2024-08-01,P0026,W02,139
2024-08-01,P0026,W03,54
2024-08-01,P0027,W01,353
2024-08-01,P0027,W02,246
2024-08-01,P0027,W03,540
2024-08-01,P0028,W01,288
2024-08-01,P0028,W02,164
2024-08-01,P0028,W03,390
2024-08-01,P0029,W01,405
2024-08-01,P0029,W02,459
2024-08-01,P0029,W03,511
2024-08-01,P0030,W01,80
2024-08-01,P0030,W02,325
2024-08-01,P0030,W03,343
2024-08-01,P0031,W01,334
2024-08-01,P0031,W02,590
2024-08-01,P0031,W03,485
2024-08-01,P0032,W01,268
2024-08-01,P0032,W02,507
2024-08-01,P0032,W03,241
2024-08-01,P0033,W01,291
2024-08-01,P0033,W02,480
2024-08-01,P0033,W03,199
2024-08-01,P0034,W01,409
2024-08-01,P0034,W02,423
2024-08-01,P0034,W03,556
2024-08-01,P0035,W01,133
2024-08-01,P0035,W02,474
2024-08-01,P0035,W03,256
2024-08-01,P0036,W01,488
2024-08-01,P0036,W02,493
2024-08-01,P0036,W03,547
2024-08-01,P0037,W01,113
2024-08-01,P0037,W02,157
2024-08-01,P0037,W03,281
2024-08-01,P0038,W01,115
2024-08-01,P0038,W02,42
2024-08-01,P0038,W03,325
2024-08-01,P0039,W01,589
2024-08-01,P0039,W02,549
2024-08-01,P0039,W03,151
2024-08-01,P0040,W01,577
2024-08-01,P0040,W02,458
2024-08-01,P0040,W03,381
2024-08-01,P0041,W01,495
2024-08-01,P0041,W02,545
2024-08-01,P0041,W03,506
2024-08-01,P0042,W01,290
2024-08-01,P0042,W02,357
2024-08-01,P0042,W03,444
2024-08-01,P0043,W01,595
2024-08-01,P0043,W02,406
2024-08-01,P0043,W03,206
2024-08-01,P0044,W01,568
2024-08-01,P0044,W02,559
2024-08-01,P0044,W03,505
2024-08-01,P0045,W01,462
2024-08-01,P0045,W02,565
2024-08-01,P0045,W03,49
2024-08-01,P0046,W01,295
2024-08-01,P0046,W02,196
2024-08-01,P0046,W03,439
2024-08-01,P0047,W01,157
2024-08-01,P0047,W02,536
2024-08-01,P0047,W03,366
2024-08-01,P0048,W01,564
2024-08-01,P0048,W02,462
2024-08-01,P0048,W03,573
2024-08-01,P0049,W01,314
2024-08-01,P0049,W02,60
2024-08-01,P0049,W03,88
2024-08-01,P0050,W01,92
2024-08-01,P0050,W02,383
2024-08-01,P0050,W03,557
2024-09-01,P0001,W01,421
2024-09-01,P0001,W02,107
2024-09-01,P0001,W03,584
2024-09-01,P0002,W01,444
2024-09-01,P0002,W02,61
2024-09-01,P0002,W03,221
2024-09-01,P0003,W01,506
2024-09-01,P0003,W02,499
2024-09-01,P0003,W03,379
2024-09-01,P0004,W01,59
2024-09-01,P0004,W02,460
2024-09-01,P0004,W03,348
2024-09-01,P0005,W01,323
2024-09-01,P0005,W02,156
2024-09-01,P0005,W03,177
2024-09-01,P0006,W01,580
2024-09-01,P0006,W02,175
2024-09-01,P0006,W03,96
2024-09-01,P0007,W01,251
2024-09-01,P0007,W02,364
2024-09-01,P0007,W03,193
2024-09-01,P0008,W01,258
2024-09-01,P0008,W02,139
2024-09-01,P0008,W03,309
2024-09-01,P0009,W01,106
2024-09-01,P0009,W02,239
2024-09-01,P0009,W03,489
2024-09-01,P0010,W01,525
2024-09-01,P0010,W02,52
2024-09-01,P0010,W03,368
2024-09-01,P0011,W01,390
2024-09-01,P0011,W02,247
2024-09-01,P0011,W03,49
2024-09-01,P0012,W01,213
2024-09-01,P0012,W02,249
2024-09-01,P0012,W03,514
2024-09-01,P0013,W01,79
2024-09-01,P0013,W02,69
2024-09-01,P0013,W03,458
2024-09-01,P0014,W01,487
2024-09-01,P0014,W02,103
2024-09-01,P0014,W03,222
2024-09-01,P0015,W01,591
2024-09-01,P0015,W02,368
2024-09-01,P0015,W03,288
2024-09-01,P0016,W01,571
2024-09-01,P0016,W02,534
2024-09-01,P0016,W03,502
2024-09-01,P0017,W01,282
2024-09-01,P0017,W02,358
2024-09-01,P0017,W03,74
2024-09-01,P0018,W01,373
2024-09-01,P0018,W02,442
2024-09-01,P0018,W03,564
2024-09-01,P0019,W01,459
2024-09-01,P0019,W02,277
2024-09-01,P0019,W03,318
2024-09-01,P0020,W01,190
2024-09-01,P0020,W02,56
2024-09-01,P0020,W03,111
2024-09-01,P0021,W01,427
2024-09-01,P0021,W02,552
2024-09-01,P0021,W03,237
2024-09-01,P0022,W01,180
2024-09-01,P0022,W02,93
2024-09-01,P0022,W03,132
2024-09-01,P0023,W01,267
2024-09-01,P0023,W02,304
2024-09-01,P0023,W03,43
2024-09-01,P0024,W01,68
2024-09-01,P0024,W02,532
2024-09-01,P0024,W03,240
2024-09-01,P0025,W01,282
2024-09-01,P0025,W02,595
2024-09-01,P0025,W03,176
2024-09-01,P0026,W01,595
2024-09-01,P0026,W02,143
2024-09-01,P0026,W03,324
2024-09-01,P0027,W01,172
2024-09-01,P0027,W02,344
2024-09-01,P0027,W03,470
2024-09-01,P0028,W01,439
2024-09-01,P0028,W02,229
2024-09-01,P0028,W03,222
2024-09-01,P0029,W01,160
2024-09-01,P0029,W02,172
2024-09-01,P0029,W03,127
2024-09-01,P0030,W01,478
2024-09-01,P0030,W02,284
2024-09-01,P0030,W03,595
2024-09-01,P0031,W01,575
2024-09-01,P0031,W02,289
2024-09-01,P0031,W03,361
2024-09-01,P0032,W01,240
2024-09-01,P0032,W02,397
2024-09-01,P0032,W03,422
2024-09-01,P0033,W01,247
2024-09-01,P0033,W02,357
2024-09-01,P0033,W03,360
2024-09-01,P0034,W01,548
2024-09-01,P0034,W02,312
2024-09-01,P0034,W03,507
2024-09-01,P0035,W01,84
2024-09-01,P0035,W02,353
2024-09-01,P0035,W03,379
2024-09-01,P0036,W01,499
2024-09-01,P0036,W02,519
2024-09-01,P0036,W03,110
2024-09-01,P0037,W01,479
2024-09-01,P0037,W02,346
2024-09-01,P0037,W03,552
2024-09-01,P0038,W01,487
2024-09-01,P0038,W02,250
2024-09-01,P0038,W03,315
2024-09-01,P0039,W01,159
2024-09-01,P0039,W02,216
2024-09-01,P0039,W03,570
2024-09-01,P0040,W01,333
2024-09-01,P0040,W02,366
2024-09-01,P0040,W03,594
2024-09-01,P0041,W01,481
2024-09-01,P0041,W02,466
2024-09-01,P0041,W03,482
2024-09-01,P0042,W01,57
2024-09-01,P0042,W02,137
2024-09-01,P0042,W03,317
2024-09-01,P0043,W01,556
2024-09-01,P0043,W02,85
2024-09-01,P0043,W03,464
2024-09-01,P0044,W01,560
2024-09-01,P0044,W02,566
2024-09-01,P0044,W03,575
2024-09-01,P0045,W01,303
2024-09-01,P0045,W02,359
2024-09-01,P0045,W03,114
2024-09-01,P0046,W01,169
2024-09-01,P0046,W02,174
2024-09-01,P0046,W03,446
2024-09-01,P0047,W01,173
2024-09-01,P0047,W02,239
2024-09-01,P0047,W03,278
2024-09-01,P0048,W01,454
2024-09-01,P0048,W02,94
2024-09-01,P0048,W03,591
2024-09-01,P0049,W01,248
2024-09-01,P0049,W02,298
2024-09-01,P0049,W03,374
2024-09-01,P0050,W01,169
2024-09-01,P0050,W02,436
2024-09-01,P0050,W03,205
2024-10-01,P0001,W01,599
2024-10-01,P0001,W02,362
2024-10-01,P0001,W03,138
2024-10-01,P0002,W01,170
2024-10-01,P0002,W02,553
2024-10-01,P0002,W03,393
2024-10-01,P0003,W01,192
2024-10-01,P0003,W02,304
2024-10-01,P0003,W03,146
2024-10-01,P0004,W01,104
2024-10-01,P0004,W02,467
2024-10-01,P0004,W03,167
2024-10-01,P0005,W01,318
2024-10-01,P0005,W02,288
2024-10-01,P0005,W03,48
2024-10-01,P0006,W01,465
2024-10-01,P0006,W02,167
2024-10-01,P0006,W03,264
2024-10-01,P0007,W01,155
2024-10-01,P0007,W02,298
2024-10-01,P0007,W03,390
2024-10-01,P0008,W01,141
2024-10-01,P0008,W02,401
2024-10-01,P0008,W03,239
2024-10-01,P0009,W01,262
2024-10-01,P0009,W02,392
2024-10-01,P0009,W03,423
2024-10-01,P0010,W01,440
2024-10-01,P0010,W02,47
2024-10-01,P0010,W03,110
2024-10-01,P0011,W01,455
2024-10-01,P0011,W02,129
2024-10-01,P0011,W03,580
2024-10-01,P0012,W01,541
2024-10-01,P0012,W02,329
2024-10-01,P0012,W03,407
2024-10-01,P0013,W01,165
2024-10-01,P0013,W02,576
2024-10-01,P0013,W03,287
2024-10-01,P0014,W01,471
2024-10-01,P0014,W02,433
2024-10-01,P0014,W03,86
2024-10-01,P0015,W01,568
2024-10-01,P0015,W02,334
2024-10-01,P0015,W03,503
2024-10-01,P0016,W01,416
2024-10-01,P0016,W02,332
2024-10-01,P0016,W03,486
2024-10-01,P0017,W01,334
2024-10-01,P0017,W02,428
2024-10-01,P0017,W03,473
2024-10-01,P0018,W01,537
2024-10-01,P0018,W02,128
2024-10-01,P0018,W03,285
2024-10-01,P0019,W01,458
2024-10-01,P0019,W02,134
2024-10-01,P0019,W03,161
2024-10-01,P0020,W01,274
2024-10-01,P0020,W02,271
2024-10-01,P0020,W03,65
2024-10-01,P0021,W01,78
2024-10-01,P0021,W02,224
2024-10-01,P0021,W03,435
2024-10-01,P0022,W01,281
2024-10-01,P0022,W02,566
2024-10-01,P0022,W03,445
2024-10-01,P0023,W01,180
2024-10-01,P0023,W02,445
2024-10-01,P0023,W03,198
2024-10-01,P0024,W01,284
2024-10-01,P0024,W02,297
2024-10-01,P0024,W03,132
2024-10-01,P0025,W01,405
2024-10-01,P0025,W02,238
2024-10-01,P0025,W03,442
2024-10-01,P0026,W01,455
2024-10-01,P0026,W02,563
2024-10-01,P0026,W03,506
2024-10-01,P0027,W01,295
2024-10-01,P0027,W02,487
2024-10-01,P0027,W03,261
2024-10-01,P0028,W01,483
2024-10-01,P0028,W02,301
2024-10-01,P0028,W03,253
2024-10-01,P0029,W01,396
2024-10-01,P0029,W02,229
2024-10-01,P0029,W03,178
2024-10-01,P0030,W01,360
2024-10-01,P0030,W02,500
2024-10-01,P0030,W03,114
2024-10-01,P0031,W01,521
2024-10-01,P0031,W02,259
2024-10-01,P0031,W03,563
2024-10-01,P0032,W01,371
2024-10-01,P0032,W02,399
2024-10-01,P0032,W03,303
2024-10-01,P0033,W01,65
2024-10-01,P0033,W02,316
2024-10-01,P0033,W03,302
2024-10-01,P0034,W01,254
2024-10-01,P0034,W02,463
2024-10-01,P0034,W03,272
2024-10-01,P0035,W01,62
2024-10-01,P0035,W02,392
2024-10-01,P0035,W03,493
2024-10-01,P0036,W01,263
2024-10-01,P0036,W02,147
2024-10-01,P0036,W03,269
2024-10-01,P0037,W01,87
2024-10-01,P0037,W02,442
2024-10-01,P0037,W03,219
2024-10-01,P0038,W01,289
2024-10-01,P0038,W02,333
2024-10-01,P0038,W03,95
2024-10-01,P0039,W01,395
2024-10-01,P0039,W02,251
2024-10-01,P0039,W03,205
2024-10-01,P0040,W01,528
2024-10-01,P0040,W02,482
2024-10-01,P0040,W03,104
2024-10-01,P0041,W01,185
2024-10-01,P0041,W02,359
2024-10-01,P0041,W03,462
2024-10-01,P0042,W01,332
2024-10-01,P0042,W02,428
2024-10-01,P0042,W03,514
2024-10-01,P0043,W01,155
2024-10-01,P0043,W02,81
2024-10-01,P0043,W03,566
2024-10-01,P0044,W01,483
2024-10-01,P0044,W02,250
2024-10-01,P0044,W03,65
2024-10-01,P0045,W01,417
2024-10-01,P0045,W02,577
2024-10-01,P0045,W03,173
2024-10-01,P0046,W01,581
2024-10-01,P0046,W02,93
2024-10-01,P0046,W03,449
2024-10-01,P0047,W01,164
2024-10-01,P0047,W02,481
2024-10-01,P0047,W03,274
2024-10-01,P0048,W01,504
2024-10-01,P0048,W02,331
2024-10-01,P0048,W03,76
2024-10-01,P0049,W01,186
2024-10-01,P0049,W02,235
2024-10-01,P0049,W03,414
2024-10-01,P0050,W01,326
2024-10-01,P0050,W02,455
2024-10-01,P0050,W03,554
2024-11-01,P0001,W01,288
2024-11-01,P0001,W02,552
2024-11-01,P0001,W03,301
2024-11-01,P0002,W01,260
2024-11-01,P0002,W02,261
2024-11-01,P0002,W03,519
2024-11-01,P0003,W01,462
2024-11-01,P0003,W02,310
2024-11-01,P0003,W03,189
2024-11-01,P0004,W01,366
2024-11-01,P0004,W02,539
2024-11-01,P0004,W03,580
2024-11-01,P0005,W01,292
2024-11-01,P0005,W02,75
2024-11-01,P0005,W03,586
2024-11-01,P0006,W01,213
2024-11-01,P0006,W02,437
2024-11-01,P0006,W03,524
2024-11-01,P0007,W01,525
2024-11-01,P0007,W02,121
2024-11-01,P0007,W03,599
2024-11-01,P0008,W01,171
2024-11-01,P0008,W02,556
2024-11-01,P0008,W03,404
2024-11-01,P0009,W01,575
2024-11-01,P0009,W02,53
2024-11-01,P0009,W03,79
2024-11-01,P0010,W01,287
2024-11-01,P0010,W02,237
2024-11-01,P0010,W03,323
2024-11-01,P0011,W01,532
2024-11-01,P0011,W02,48
2024-11-01,P0011,W03,100
2024-11-01,P0012,W01,147
2024-11-01,P0012,W02,487
2024-11-01,P0012,W03,498
2024-11-01,P0013,W01,214
2024-11-01,P0013,W02,79
2024-11-01,P0013,W03,486
2024-11-01,P0014,W01,213
2024-11-01,P0014,W02,588
2024-11-01,P0014,W03,341
2024-11-01,P0015,W01,239
2024-11-01,P0015,W02,549
2024-11-01,P0015,W03,511
2024-11-01,P0016,W01,352
2024-11-01,P0016,W02,196
2024-11-01,P0016,W03,203
2024-11-01,P0017,W01,213
2024-11-01,P0017,W02,229
2024-11-01,P0017,W03,90
2024-11-01,P0018,W01,455
2024-11-01,P0018,W02,484
2024-11-01,P0018,W03,135
2024-11-01,P0019,W01,259
2024-11-01,P0019,W02,252
2024-11-01,P0019,W03,414
2024-11-01,P0020,W01,98
2024-11-01,P0020,W02,456
2024-11-01,P0020,W03,439
2024-11-01,P0021,W01,175
2024-11-01,P0021,W02,324
2024-11-01,P0021,W03,468
2024-11-01,P0022,W01,145
2024-11-01,P0022,W02,88
2024-11-01,P0022,W03,58
2024-11-01,P0023,W01,459
2024-11-01,P0023,W02,416
2024-11-01,P0023,W03,408
2024-11-01,P0024,W01,61
2024-11-01,P0024,W02,111
2024-11-01,P0024,W03,515
2024-11-01,P0025,W01,552
2024-11-01,P0025,W02,444
2024-11-01,P0025,W03,103
2024-11-01,P0026,W01,154
2024-11-01,P0026,W02,561
2024-11-01,P0026,W03,146
2024-11-01,P0027,W01,227
2024-11-01,P0027,W02,516
2024-11-01,P0027,W03,307
2024-11-01,P0028,W01,578
2024-11-01,P0028,W02,593
2024-11-01,P0028,W03,452
2024-11-01,P0029,W01,389
2024-11-01,P0029,W02,299
2024-11-01,P0029,W03,122
2024-11-01,P0030,W01,117
2024-11-01,P0030,W02,338
2024-11-01,P0030,W03,597
2024-11-01,P0031,W01,510
2024-11-01,P0031,W02,486
2024-11-01,P0031,W03,502
2024-11-01,P0032,W01,558
2024-11-01,P0032,W02,586
2024-11-01,P0032,W03,158
2024-11-01,P0033,W01,582
2024-11-01,P0033,W02,154
2024-11-01,P0033,W03,322
2024-11-01,P0034,W01,188
2024-11-01,P0034,W02,61
2024-11-01,P0034,W03,440
2024-11-01,P0035,W01,395
2024-11-01,P0035,W02,227
2024-11-01,P0035,W03,244
2024-11-01,P0036,W01,561
2024-11-01,P0036,W02,516
2024-11-01,P0036,W03,501
2024-11-01,P0037,W01,496
2024-11-01,P0037,W02,238
2024-11-01,P0037,W03,41
2024-11-01,P0038,W01,110
2024-11-01,P0038,W02,282
2024-11-01,P0038,W03,59
2024-11-01,P0039,W01,575
2024-11-01,P0039,W02,450
2024-11-01,P0039,W03,496
2024-11-01,P0040,W01,262
2024-11-01,P0040,W02,145
2024-11-01,P0040,W03,163
2024-11-01,P0041,W01,491
2024-11-01,P0041,W02,373
2024-11-01,P0041,W03,114
2024-11-01,P0042,W01,405
2024-11-01,P0042,W02,421
2024-11-01,P0042,W03,66
2024-11-01,P0043,W01,570
2024-11-01,P0043,W02,379
2024-11-01,P0043,W03,261
2024-11-01,P0044,W01,151
2024-11-01,P0044,W02,48
2024-11-01,P0044,W03,109
2024-11-01,P0045,W01,275
2024-11-01,P0045,W02,534
2024-11-01,P0045,W03,405
2024-11-01,P0046,W01,482
2024-11-01,P0046,W02,458
2024-11-01,P0046,W03,471
2024-11-01,P0047,W01,517
2024-11-01,P0047,W02,528
2024-11-01,P0047,W03,579
2024-11-01,P0048,W01,512
2024-11-01,P0048,W02,108
2024-11-01,P0048,W03,554
2024-11-01,P0049,W01,512
2024-11-01,P0049,W02,216
2024-11-01,P0049,W03,71
2024-11-01,P0050,W01,164
2024-11-01,P0050,W02,118
2024-11-01,P0050,W03,492
2024-12-01,P0001,W01,258
2024-12-01,P0001,W02,548
2024-12-01,P0001,W03,183
2024-12-01,P0002,W01,430
2024-12-01,P0002,W02,93
2024-12-01,P0002,W03,502
2024-12-01,P0003,W01,449
2024-12-01,P0003,W02,210
2024-12-01,P0003,W03,239
2024-12-01,P0004,W01,298
2024-12-01,P0004,W02,370
2024-12-01,P0004,W03,174
2024-12-01,P0005,W01,508
2024-12-01,P0005,W02,489
2024-12-01,P0005,W03,497
2024-12-01,P0006,W01,454
2024-12-01,P0006,W02,195
2024-12-01,P0006,W03,348
2024-12-01,P0007,W01,435
2024-12-01,P0007,W02,453
2024-12-01,P0007,W03,352
2024-12-01,P0008,W01,555
2024-12-01,P0008,W02,130
2024-12-01,P0008,W03,476
2024-12-01,P0009,W01,377
2024-12-01,P0009,W02,202
2024-12-01,P0009,W03,190
2024-12-01,P0010,W01,388
2024-12-01,P0010,W02,44
2024-12-01,P0010,W03,392
2024-12-01,P0011,W01,329
2024-12-01,P0011,W02,290
2024-12-01,P0011,W03,484
2024-12-01,P0012,W01,429
2024-12-01,P0012,W02,304
2024-12-01,P0012,W03,502
2024-12-01,P0013,W01,397
2024-12-01,P0013,W02,173
2024-12-01,P0013,W03,289
2024-12-01,P0014,W01,57
2024-12-01,P0014,W02,451
2024-12-01,P0014,W03,411
2024-12-01,P0015,W01,292
2024-12-01,P0015,W02,177
2024-12-01,P0015,W03,188
2024-12-01,P0016,W01,370
2024-12-01,P0016,W02,387
2024-12-01,P0016,W03,158
2024-12-01,P0017,W01,155
2024-12-01,P0017,W02,529
2024-12-01,P0017,W03,129
2024-12-01,P0018,W01,335
2024-12-01,P0018,W02,283
2024-12-01,P0018,W03,374
2024-12-01,P0019,W01,318
2024-12-01,P0019,W02,591
2024-12-01,P0019,W03,584
2024-12-01,P0020,W01,241
2024-12-01,P0020,W02,61
2024-12-01,P0020,W03,343
2024-12-01,P0021,W01,121
2024-12-01,P0021,W02,475
2024-12-01,P0021,W03,165
2024-12-01,P0022,W01,190
2024-12-01,P0022,W02,207
2024-12-01,P0022,W03,242
2024-12-01,P0023,W01,134
2024-12-01,P0023,W02,417
2024-12-01,P0023,W03,421
2024-12-01,P0024,W01,477
2024-12-01,P0024,W02,348
2024-12-01,P0024,W03,141
2024-12-01,P0025,W01,43
2024-12-01,P0025,W02,136
2024-12-01,P0025,W03,197
2024-12-01,P0026,W01,439
2024-12-01,P0026,W02,446
2024-12-01,P0026,W03,596
2024-12-01,P0027,W01,276
2024-12-01,P0027,W02,43
2024-12-01,P0027,W03,404
2024-12-01,P0028,W01,314
2024-12-01,P0028,W02,101
2024-12-01,P0028,W03,229
2024-12-01,P0029,W01,118
2024-12-01,P0029,W02,514
2024-12-01,P0029,W03,141
2024-12-01,P0030,W01,420
2024-12-01,P0030,W02,169
2024-12-01,P0030,W03,239
2024-12-01,P0031,W01,268
2024-12-01,P0031,W02,366
2024-12-01,P0031,W03,211
2024-12-01,P0032,W01,72
