SalesID,Date,ProductID,WarehouseID,QuantitySold,SalesAmount
664,2024-07-19,P0008,W03,19,53295
665,2024-07-09,P0043,W03,16,126912
666,2025-12-06,P0016,W01,10,49090
667,2025-02-11,P0030,W01,9,63684
668,2024-10-21,P0009,W01,7,17311
669,2024-11-19,P0012,W03,8,29904
670,2024-10-08,P0044,W02,7,50001
671,2026-11-10,P0010,W03,12,94392
672,2026-07-27,P0011,W03,14,67172
673,2024-05-20,P0044,W02,20,142860
674,2026-10-23,P0039,W03,12,93348
675,2024-11-06,P0016,W01,16,78544
676,2025-11-14,P0042,W02,16,113600
677,2026-05-04,P0014,W02,15,81390
678,2025-12-05,P0007,W02,9,69309
679,2024-01-11,P0050,W01,3,1839
680,2025-09-03,P0016,W03,10,49090
681,2024-08-10,P0005,W02,7,17206
682,2024-03-20,P0036,W01,13,64610
683,2024-03-09,P0036,W01,5,24850
684,2024-08-22,P0048,W02,22,81862
685,2026-08-05,P0037,W02,4,17548
686,2026-08-21,P0023,W01,14,29974
687,2025-07-02,P0009,W03,21,51933
688,2024-07-14,P0012,W02,19,71022
689,2026-05-13,P0005,W01,1,2458
690,2026-02-20,P0020,W01,17,36618
691,2025-07-14,P0030,W03,10,70760
692,2025-03-07,P0016,W02,4,19636
693,2024-01-29,P0048,W01,15,55815
694,2024-08-02,P0047,W01,20,156580
695,2026-10-13,P0005,W01,5,12290
696,2024-01-24,P0037,W02,1,4387
697,2026-09-10,P0008,W02,5,14025
698,2025-12-29,P0015,W03,8,46504
699,2025-12-06,P0010,W03,22,173052
700,2026-04-14,P0046,W03,25,55350
701,2026-05-22,P0041,W02,17,83368
702,2024-08-01,P0035,W01,8,47504
703,2026-03-14,P0023,W02,1,2141
704,2024-08-31,P0030,W01,7,49532
705,2025-04-05,P0009,W03,10,24730
706,2026-06-12,P0041,W01,19,93176
707,2024-02-16,P0040,W01,6,14256
708,2025-02-01,P0021,W01,15,79200
709,2026-06-09,P0018,W01,14,67872
710,2025-06-17,P0044,W01,15,107145
711,2025-08-04,P0033,W03,21,102123
712,2024-05-17,P0043,W02,12,95184
713,2025-06-23,P0047,W01,12,93948
714,2024-11-04,P0031,W01,22,142186
715,2024-09-20,P0028,W01,17,28169
716,2026-08-21,P0014,W03,18,97668
717,2024-11-27,P0013,W03,25,114575
718,2024-07-17,P0025,W03,23,145015
719,2026-09-23,P0029,W02,19,132373
720,2026-10-27,P0039,W01,18,140022
721,2025-08-27,P0010,W02,24,188784
722,2026-09-04,P0008,W01,13,36465
723,2024-02-24,P0033,W03,5,24315
724,2024-04-22,P0049,W02,18,105642
725,2026-02-12,P0030,W03,14,99064
726,2024-04-28,P0050,W02,10,6130
727,2026-07-02,P0012,W03,15,56070
728,2025-01-17,P0027,W01,16,115088
729,2025-02-13,P0019,W02,15,30915
730,2025-10-12,P0026,W01,25,107250
731,2024-12-18,P0003,W03,6,45000
732,2026-01-09,P0015,W03,17,98821
733,2024-08-07,P0024,W03,24,70368
734,2024-07-23,P0036,W02,23,114310
735,2026-07-30,P0043,W02,15,118980
736,2025-11-03,P0033,W01,24,116712
737,2026-04-18,P0030,W02,9,63684
738,2024-02-20,P0034,W03,13,23530
739,2025-03-27,P0003,W02,9,67500
740,2024-02-02,P0017,W01,25,126950
741,2024-02-08,P0012,W03,17,63546
742,2026-11-24,P0047,W02,19,148751
743,2026-07-30,P0016,W01,23,112907
744,2025-08-01,P0009,W03,15,37095
745,2024-06-27,P0039,W03,1,7779
746,2026-10-26,P0016,W03,3,14727
747,2024-04-08,P0039,W01,15,116685
748,2025-04-22,P0041,W02,18,88272
749,2024-11-24,P0022,W01,21,102144
750,2025-01-31,P0014,W02,15,81390
751,2024-01-20,P0046,W01,10,22140
752,2026-06-02,P0018,W02,19,92112
753,2025-04-24,P0024,W02,13,38116
754,2025-09-20,P0033,W02,2,9726
755,2025-02-22,P0030,W03,1,7076
756,2024-03-04,P0001,W03,14,83300
757,2026-09-25,P0024,W03,3,8796
758,2024-09-05,P0025,W01,17,107185
759,2025-08-01,P0036,W02,24,119280
760,2025-07-14,P0018,W01,15,72720
761,2026-10-07,P0022,W02,14,68096
762,2025-10-19,P0049,W03,13,76297
763,2025-11-27,P0024,W03,16,46912
764,2026-09-19,P0009,W03,11,27203
765,2026-01-22,P0050,W01,22,13486
766,2025-06-04,P0025,W02,13,81965
767,2026-10-01,P0037,W03,12,52644
768,2025-07-20,P0015,W03,6,34878
769,2024-09-07,P0019,W03,1,2061
770,2025-03-29,P0019,W01,14,28854
771,2025-02-06,P0005,W02,13,31954
772,2026-04-06,P0003,W03,19,142500
773,2026-03-20,P0041,W01,18,88272
774,2026-04-06,P0024,W03,23,67436
775,2024-07-04,P0044,W02,13,92859
776,2026-02-20,P0004,W03,20,18500
777,2025-09-12,P0036,W01,13,64610
778,2024-12-17,P0036,W03,12,59640
779,2025-02-27,P0016,W03,23,112907
780,2026-12-17,P0015,W02,1,5813
781,2026-11-15,P0033,W01,13,63219
782,2025-01-20,P0024,W03,11,32252
783,2026-07-22,P0026,W02,11,47190
784,2026-01-31,P0035,W03,24,142512
785,2025-07-27,P0039,W02,9,70011
786,2026-08-07,P0011,W03,25,119950
787,2024-09-09,P0047,W03,12,93948
788,2026-12-30,P0018,W02,5,24240
789,2024-04-16,P0040,W02,22,52272
790,2024-02-21,P0047,W01,15,117435
791,2024-04-20,P0019,W01,22,45342
792,2024-03-28,P0006,W02,24,104064
793,2025-07-12,P0025,W03,18,113490
794,2025-03-26,P0030,W03,15,106140
795,2026-10-02,P0013,W02,23,105409
796,2026-03-09,P0038,W02,23,69161
797,2024-08-08,P0050,W01,24,14712
798,2024-08-01,P0002,W02,8,57544
799,2024-08-20,P0023,W02,18,38538
800,2026-09-08,P0040,W01,9,21384
801,2024-08-17,P0001,W02,9,53550
802,2024-01-14,P0026,W01,2,8580
803,2025-06-23,P0048,W03,1,3721
804,2024-04-27,P0023,W01,8,17128
805,2026-02-25,P0046,W02,9,19926
806,2025-07-20,P0038,W01,9,27063
807,2024-10-28,P0027,W03,16,115088
808,2025-08-30,P0018,W03,11,53328
809,2026-06-21,P0044,W02,8,57144
810,2026-01-03,P0029,W02,11,76637
811,2024-02-17,P0002,W03,25,179825
812,2024-06-17,P0045,W03,7,7420
813,2026-05-06,P0011,W03,20,95960
814,2026-03-29,P0016,W03,21,103089
815,2024-08-23,P0025,W02,24,151320
816,2024-08-01,P0048,W01,12,44652
817,2024-06-29,P0038,W03,5,15035
818,2024-10-05,P0014,W01,8,43408
819,2025-10-14,P0013,W02,5,22915
820,2025-08-21,P0018,W03,22,106656
821,2026-08-07,P0004,W01,3,2775
822,2025-10-30,P0008,W01,7,19635
823,2026-06-01,P0038,W03,9,27063
824,2025-09-05,P0049,W01,14,82166
825,2026-03-29,P0003,W01,15,112500
826,2026-05-02,P0003,W01,22,165000
827,2025-03-06,P0007,W03,20,154020
828,2025-06-02,P0010,W01,23,180918
829,2026-07-17,P0032,W03,6,26226
830,2024-11-01,P0049,W03,1,5869
831,2026-11-08,P0025,W03,16,100880
832,2025-06-13,P0017,W03,8,40624
833,2025-06-10,P0015,W03,8,46504
834,2024-06-24,P0029,W03,23,160241
835,2025-09-20,P0018,W03,11,53328
836,2024-12-20,P0037,W03,12,52644
837,2024-05-27,P0002,W03,6,43158
838,2025-09-09,P0003,W02,23,172500
839,2025-06-22,P0037,W01,22,96514
840,2026-06-14,P0037,W03,10,43870
841,2025-07-07,P0007,W01,3,23103
842,2025-09-16,P0043,W03,23,182436
843,2024-10-19,P0011,W02,7,33586
844,2025-12-23,P0013,W03,21,96243
845,2024-05-26,P0038,W01,11,33077
846,2024-01-11,P0030,W02,12,84912
847,2024-08-31,P0048,W01,6,22326
848,2026-02-23,P0034,W02,9,16290
849,2026-09-29,P0046,W03,3,6642
850,2025-02-22,P0003,W03,1,7500
851,2024-01-28,P0034,W02,9,16290
852,2026-07-31,P0004,W01,10,9250
853,2025-07-24,P0004,W01,16,14800
854,2025-07-09,P0008,W03,9,25245
855,2025-03-31,P0031,W02,23,148649
856,2025-11-28,P0034,W01,17,30770
857,2026-03-25,P0011,W01,20,95960
858,2024-09-15,P0014,W01,3,16278
859,2024-01-27,P0040,W01,17,40392
860,2024-02-16,P0028,W01,18,29826
861,2025-03-22,P0008,W02,16,44880
862,2025-09-09,P0003,W01,14,105000
863,2026-03-09,P0013,W03,4,18332
864,2024-08-14,P0028,W02,13,21541
865,2026-04-30,P0029,W02,6,41802
866,2026-01-07,P0018,W03,3,14544
867,2025-04-04,P0023,W01,22,47102
868,2025-08-25,P0047,W03,21,164409
869,2025-06-09,P0044,W02,19,135717
870,2026-10-07,P0022,W03,21,102144
871,2026-03-21,P0049,W03,19,111511
872,2024-08-26,P0030,W03,12,84912
873,2024-07-31,P0032,W02,6,26226
874,2026-02-21,P0025,W01,9,56745
875,2026-08-17,P0034,W01,2,3620
876,2024-07-29,P0035,W02,6,35628
877,2025-10-18,P0037,W02,25,109675
878,2025-02-07,P0046,W02,21,46494
879,2026-04-03,P0004,W02,24,22200
880,2025-02-17,P0023,W01,13,27833
881,2025-01-04,P0018,W02,20,96960
882,2026-03-22,P0037,W02,24,105288
883,2026-07-14,P0006,W03,5,21680
884,2026-02-04,P0043,W03,18,142776
885,2026-02-02,P0015,W03,14,81382
886,2024-04-09,P0010,W02,9,70794
887,2024-09-24,P0018,W02,22,106656
888,2025-10-01,P0002,W02,14,100702
889,2024-11-17,P0001,W01,5,29750
890,2026-03-17,P0037,W02,15,65805
891,2024-01-12,P0019,W03,17,35037
892,2025-12-20,P0026,W02,19,81510
893,2025-11-16,P0023,W01,1,2141
894,2026-04-18,P0037,W03,3,13161
895,2026-10-26,P0023,W01,5,10705
896,2026-01-28,P0021,W01,10,52800
897,2025-08-12,P0030,W01,17,120292
898,2025-01-15,P0003,W01,18,135000
899,2024-12-16,P0043,W01,17,134844
900,2026-03-05,P0045,W03,21,22260
901,2026-01-31,P0037,W02,25,109675
902,2025-08-16,P0019,W01,25,51525
903,2025-06-06,P0019,W03,21,43281
904,2024-05-14,P0014,W03,7,37982
905,2026-05-13,P0034,W03,6,10860
906,2026-01-21,P0007,W02,7,53907
907,2026-05-02,P0012,W01,3,11214
908,2026-04-29,P0022,W02,8,38912
909,2024-06-11,P0030,W03,12,84912
910,2025-10-05,P0023,W01,10,21410
911,2025-04-06,P0008,W02,23,64515
912,2024-11-18,P0036,W03,13,64610
913,2024-11-02,P0005,W01,15,36870
914,2024-06-16,P0029,W02,13,90571
915,2025-09-15,P0039,W02,15,116685
916,2024-01-20,P0001,W03,1,5950
917,2025-07-01,P0020,W02,1,2154
918,2025-12-02,P0012,W01,23,85974
919,2026-04-05,P0018,W02,4,19392
920,2025-11-07,P0008,W01,24,67320
921,2024-07-30,P0029,W03,21,146307
922,2024-05-10,P0046,W03,6,13284
923,2024-08-15,P0050,W02,22,13486
924,2024-06-06,P0018,W02,24,116352
925,2026-10-25,P0013,W01,5,22915
926,2024-12-04,P0020,W03,17,36618
927,2026-06-16,P0008,W02,11,30855
928,2024-05-14,P0010,W01,14,110124
929,2025-02-25,P0034,W01,18,32580
930,2026-05-08,P0002,W03,10,71930
931,2024-12-25,P0026,W03,3,12870
932,2024-03-19,P0040,W02,1,2376
933,2024-10-03,P0022,W03,11,53504
934,2024-03-04,P0036,W03,5,24850
935,2025-01-02,P0018,W01,14,67872
936,2024-02-05,P0043,W03,2,15864
937,2024-10-06,P0023,W03,5,10705
938,2025-02-11,P0031,W03,9,58167
939,2024-01-13,P0023,W02,2,4282
940,2024-01-22,P0044,W03,21,150003
941,2024-05-07,P0047,W03,16,125264
942,2026-01-22,P0010,W03,6,47196
943,2024-01-11,P0001,W02,8,47600
944,2025-04-01,P0042,W02,8,56800
945,2024-08-25,P0013,W03,8,36664
946,2024-04-24,P0002,W03,9,64737
947,2026-01-03,P0004,W03,7,6475
948,2026-04-13,P0005,W02,1,2458
949,2025-02-05,P0004,W02,3,2775
950,2024-04-05,P0002,W01,12,86316
951,2025-10-23,P0036,W03,20,99400
952,2026-04-12,P0049,W02,13,76297
953,2024-10-07,P0043,W01,6,47592
954,2024-02-14,P0035,W03,7,41566
955,2024-11-28,P0013,W01,9,41247
956,2025-05-09,P0010,W01,2,15732
957,2026-10-02,P0033,W01,9,43767
958,2026-07-02,P0014,W02,25,135650
959,2025-06-11,P0042,W02,18,127800
960,2025-07-16,P0050,W03,20,12260
961,2025-05-19,P0050,W03,23,14099
962,2026-12-16,P0008,W01,5,14025
963,2024-12-25,P0009,W01,2,4946
964,2026-06-30,P0023,W02,25,53525
965,2024-08-15,P0003,W02,14,105000
966,2026-03-15,P0033,W03,2,9726
967,2026-08-22,P0006,W02,3,13008
968,2024-08-02,P0028,W03,17,28169
969,2024-06-08,P0034,W02,18,32580
970,2024-08-15,P0012,W02,12,44856
971,2024-07-30,P0024,W03,14,41048
972,2026-08-12,P0031,W01,25,161575
973,2025-11-11,P0006,W02,20,86720
974,2025-05-09,P0004,W02,2,1850
975,2025-03-17,P0006,W03,1,4336
976,2024-10-21,P0003,W03,3,22500
977,2024-11-21,P0018,W03,15,72720
978,2024-04-15,P0021,W01,3,15840
979,2026-11-08,P0009,W03,1,2473
980,2026-10-04,P0008,W02,22,61710
981,2025-01-20,P0017,W02,11,55858
982,2024-04-23,P0010,W01,19,149454
983,2024-03-23,P0002,W01,18,129474
984,2024-01-15,P0023,W01,5,10705
985,2026-08-30,P0005,W01,16,39328
986,2026-10-23,P0041,W03,12,58848
987,2025-05-12,P0049,W01,20,117380
988,2025-01-07,P0024,W02,25,73300
989,2024-10-23,P0036,W03,12,59640
990,2024-09-20,P0010,W02,25,196650
991,2026-09-23,P0021,W03,5,26400
992,2024-10-30,P0001,W01,1,5950
993,2026-12-23,P0007,W02,5,38505
994,2025-03-11,P0015,W02,12,69756
995,2024-08-21,P0006,W02,14,60704
996,2025-06-18,P0020,W01,19,40926
997,2025-08-23,P0048,W03,10,37210
998,2026-07-14,P0027,W01,16,115088
999,2024-01-23,P0040,W01,19,45144
1000,2026-04-23,P0005,W01,21,51618
1001,2026-03-09,P0041,W01,16,78464
1002,2026-09-20,P0031,W02,4,25852
1003,2026-08-31,P0049,W01,4,23476
1004,2024-10-20,P0047,W02,3,23487
1005,2024-02-08,P0034,W03,8,14480
1006,2024-08-02,P0034,W02,16,28960
1007,2026-02-12,P0049,W03,25,146725
1008,2024-04-07,P0013,W02,23,105409
1009,2024-11-24,P0001,W01,6,35700
1010,2024-10-22,P0047,W01,4,31316
1011,2026-10-23,P0023,W03,15,32115
1012,2026-10-11,P0027,W03,4,28772
1013,2025-11-23,P0005,W02,24,58992
1014,2024-11-22,P0030,W01,24,169824
1015,2026-06-09,P0028,W03,5,8285
1016,2024-10-11,P0031,W01,12,77556
1017,2025-04-27,P0003,W02,12,90000
1018,2024-05-06,P0021,W03,14,73920
1019,2025-12-29,P0009,W03,2,4946
1020,2024-03-17,P0040,W03,9,21384
1021,2025-01-23,P0023,W01,18,38538
1022,2026-11-09,P0040,W03,6,14256
1023,2026-06-11,P0012,W01,17,63546
1024,2026-06-22,P0015,W03,11,63943
1025,2025-06-20,P0046,W01,20,44280
1026,2025-09-22,P0015,W03,11,63943
1027,2026-05-14,P0040,W02,21,49896
1028,2026-08-23,P0011,W02,7,33586
1029,2026-07-25,P0014,W02,23,124798
1030,2026-03-20,P0039,W01,21,163359
1031,2026-04-12,P0021,W03,22,116160
1032,2025-01-30,P0023,W01,17,36397
1033,2024-09-03,P0017,W02,13,66014
1034,2026-12-17,P0013,W03,25,114575
1035,2025-11-28,P0042,W02,10,71000
1036,2026-03-11,P0038,W03,8,24056
1037,2026-06-01,P0046,W01,12,26568
1038,2026-06-19,P0030,W02,20,141520
1039,2024-12-10,P0022,W02,16,77824
1040,2025-09-26,P0036,W03,13,64610
1041,2024-10-18,P0001,W01,3,17850
1042,2024-12-20,P0048,W01,13,48373
1043,2024-04-11,P0012,W01,9,33642
1044,2025-05-01,P0001,W03,25,148750
1045,2024-01-30,P0014,W03,2,10852
1046,2025-06-13,P0030,W02,19,134444
1047,2026-06-10,P0042,W03,14,99400
1048,2026-08-06,P0015,W02,19,110447
1049,2024-04-28,P0038,W03,11,33077
1050,2025-08-18,P0034,W01,25,45250
1051,2024-06-24,P0023,W02,24,51384
1052,2026-02-14,P0015,W02,5,29065
1053,2026-06-26,P0030,W02,9,63684
1054,2026-03-13,P0042,W01,4,28400
1055,2024-01-21,P0023,W03,25,53525
1056,2024-11-24,P0007,W03,8,61608
1057,2024-09-03,P0049,W01,4,23476
1058,2026-07-01,P0010,W03,18,141588
1059,2026-04-04,P0009,W02,11,27203
1060,2024-05-23,P0011,W01,23,110354
1061,2025-09-27,P0029,W02,2,13934
1062,2026-09-06,P0020,W03,19,40926
1063,2026-11-10,P0044,W01,17,121431
1064,2025-10-07,P0034,W03,4,7240
1065,2026-03-21,P0016,W02,12,58908
1066,2024-04-02,P0005,W02,9,22122
1067,2024-01-12,P0036,W02,23,114310
1068,2024-01-07,P0045,W03,17,18020
1069,2024-08-22,P0016,W01,10,49090
1070,2026-04-18,P0020,W01,14,30156
1071,2026-12-05,P0012,W02,11,41118
1072,2025-08-05,P0021,W03,14,73920
1073,2024-06-26,P0008,W02,8,22440
1074,2025-01-05,P0040,W01,24,57024
1075,2025-01-03,P0013,W03,9,41247
1076,2026-10-25,P0032,W01,19,83049
1077,2026-05-03,P0048,W02,1,3721
1078,2026-06-16,P0028,W03,14,23198
1079,2025-12-02,P0036,W02,13,64610
1080,2025-05-21,P0013,W03,2,9166
1081,2024-12-22,P0021,W03,22,116160
1082,2024-12-02,P0009,W03,2,4946
1083,2026-09-01,P0049,W01,10,58690
1084,2026-11-05,P0037,W02,11,48257
1085,2024-08-19,P0027,W03,4,28772
1086,2024-07-25,P0017,W01,20,101560
1087,2024-12-06,P0006,W03,6,26016
1088,2025-03-03,P0032,W02,9,39339
1089,2024-08-05,P0027,W02,9,64737
1090,2024-06-20,P0004,W02,21,19425
1091,2026-06-22,P0021,W01,7,36960
1092,2026-01-19,P0034,W02,1,1810
1093,2025-09-13,P0039,W01,22,171138
1094,2025-04-08,P0030,W03,24,169824
1095,2024-01-10,P0005,W01,9,22122
1096,2025-08-08,P0043,W01,14,111048
1097,2026-11-21,P0021,W03,13,68640
1098,2024-02-14,P0050,W03,15,9195
1099,2026-06-14,P0006,W02,13,56368
1100,2025-05-31,P0039,W01,8,62232
1101,2026-05-21,P0038,W02,3,9021
1102,2024-06-24,P0050,W01,14,8582
1103,2025-10-12,P0010,W02,22,173052
1104,2026-12-04,P0019,W01,6,12366
1105,2025-05-25,P0031,W03,5,32315
1106,2025-12-20,P0004,W01,6,5550
1107,2025-09-09,P0010,W02,8,62928
1108,2026-04-07,P0007,W01,19,146319
1109,2025-05-17,P0016,W02,2,9818
1110,2025-01-07,P0034,W01,5,9050
1111,2024-03-11,P0025,W02,6,37830
1112,2024-11-20,P0039,W03,24,186696
1113,2024-07-01,P0014,W02,20,108520
1114,2026-01-15,P0009,W03,1,2473
1115,2026-03-08,P0002,W03,9,64737
1116,2025-02-20,P0013,W02,23,105409
1117,2025-06-09,P0032,W02,7,30597
1118,2025-09-18,P0010,W03,11,86526
1119,2024-06-26,P0033,W01,11,53493
1120,2024-12-17,P0006,W02,17,73712
1121,2025-07-14,P0032,W02,17,74307
1122,2025-08-29,P0044,W01,10,71430
1123,2026-03-22,P0030,W02,8,56608
1124,2025-11-30,P0028,W02,9,14913
1125,2026-02-18,P0035,W02,14,83132
1126,2025-09-10,P0013,W01,12,54996
1127,2025-11-09,P0048,W01,19,70699
1128,2026-07-07,P0023,W03,22,47102
1129,2026-07-17,P0028,W02,17,28169
1130,2025-07-02,P0017,W02,23,116794
1131,2025-08-17,P0039,W02,12,93348
1132,2026-04-21,P0040,W02,9,21384
1133,2024-02-19,P0013,W03,25,114575
1134,2026-01-25,P0022,W01,15,72960
1135,2026-10-10,P0047,W01,17,133093
1136,2024-01-05,P0013,W03,8,36664
1137,2025-11-22,P0027,W01,6,43158
1138,2024-11-30,P0049,W02,17,99773
1139,2024-03-08,P0021,W03,7,36960
1140,2025-12-20,P0014,W01,15,81390
1141,2024-09-04,P0029,W02,3,20901
1142,2026-12-13,P0001,W01,16,95200
1143,2026-04-29,P0030,W01,24,169824
1144,2025-04-21,P0044,W02,23,164289
1145,2024-07-05,P0033,W03,14,68082
1146,2026-09-08,P0013,W02,22,100826
1147,2024-12-23,P0041,W02,5,24520
1148,2026-10-23,P0029,W01,15,104505
1149,2024-10-26,P0033,W03,4,19452
1150,2024-05-16,P0047,W01,2,15658
1151,2025-06-01,P0012,W02,10,37380
1152,2025-08-04,P0013,W02,10,45830
1153,2025-10-31,P0045,W02,19,20140
1154,2024-01-17,P0009,W02,6,14838
1155,2026-02-27,P0024,W02,9,26388
1156,2024-04-10,P0035,W03,12,71256
1157,2024-08-04,P0019,W03,18,37098
1158,2025-02-18,P0006,W03,22,95392
1159,2025-08-12,P0015,W01,10,58130
1160,2024-11-03,P0007,W01,15,115515
1161,2026-08-06,P0042,W02,12,85200
1162,2025-05-20,P0043,W03,20,158640
1163,2025-02-16,P0001,W01,6,35700
1164,2026-06-24,P0035,W01,25,148450
1165,2024-01-26,P0029,W01,20,139340
1166,2025-08-20,P0031,W03,4,25852
1167,2026-10-10,P0017,W01,2,10156
1168,2025-05-11,P0008,W02,25,70125
1169,2024-06-29,P0028,W02,6,9942
1170,2025-08-02,P0043,W01,25,198300
1171,2026-03-18,P0022,W03,3,14592
1172,2026-02-10,P0001,W02,21,124950
1173,2026-04-19,P0023,W01,1,2141
1174,2024-03-29,P0024,W03,17,49844
1175,2025-08-09,P0043,W02,19,150708
1176,2024-04-09,P0015,W01,23,133699
1177,2024-04-20,P0013,W03,24,109992
1178,2024-12-23,P0042,W03,16,113600
1179,2025-10-26,P0020,W02,23,49542
1180,2026-05-25,P0026,W02,23,98670
1181,2024-02-19,P0002,W02,12,86316
1182,2026-01-01,P0022,W01,11,53504
1183,2026-08-11,P0011,W03,18,86364
1184,2024-04-06,P0031,W03,3,19389
1185,2026-05-15,P0004,W02,11,10175
1186,2025-07-24,P0016,W01,22,107998
1187,2025-07-13,P0036,W02,22,109340
1188,2025-11-23,P0043,W01,5,39660
1189,2025-09-13,P0048,W02,19,70699
1190,2024-11-30,P0002,W03,12,86316
1191,2025-06-11,P0003,W03,15,112500
1192,2025-03-20,P0029,W02,13,90571
1193,2024-02-27,P0013,W03,2,9166
1194,2026-04-12,P0029,W03,24,167208
1195,2024-12-18,P0001,W01,4,23800
1196,2024-04-29,P0038,W02,12,36084
1197,2024-09-14,P0049,W01,19,111511
1198,2026-06-01,P0019,W01,14,28854
1199,2025-02-22,P0044,W03,12,85716
1200,2026-07-13,P0040,W03,20,47520
1201,2025-09-23,P0031,W02,8,51704
1202,2024-09-06,P0046,W02,25,55350
1203,2026-05-14,P0016,W03,23,112907
1204,2024-04-26,P0031,W03,24,155112
1205,2026-08-04,P0033,W02,5,24315
1206,2024-09-19,P0033,W01,25,121575
1207,2024-05-21,P0029,W01,4,27868
1208,2026-11-12,P0010,W02,10,78660
1209,2024-12-10,P0038,W02,16,48112
1210,2026-01-11,P0021,W02,17,89760
1211,2024-12-18,P0016,W03,10,49090
1212,2026-08-12,P0035,W02,15,89070
1213,2024-06-11,P0007,W01,3,23103
1214,2026-01-04,P0049,W01,16,93904
1215,2025-10-27,P0008,W02,6,16830
1216,2025-09-10,P0003,W03,5,37500
1217,2024-07-01,P0028,W01,16,26512
1218,2025-07-29,P0003,W01,20,150000
1219,2025-06-01,P0008,W03,12,33660
1220,2024-04-13,P0009,W01,6,14838
1221,2025-06-29,P0014,W01,7,37982
1222,2025-06-19,P0041,W01,19,93176
1223,2026-06-16,P0030,W02,23,162748
1224,2025-11-27,P0011,W02,18,86364
1225,2024-11-14,P0028,W03,8,13256
1226,2026-05-17,P0025,W03,9,56745
1227,2025-09-05,P0021,W01,16,84480
1228,2024-02-04,P0032,W03,9,39339
1229,2026-06-30,P0042,W01,19,134900
1230,2025-04-23,P0006,W01,3,13008
1231,2024-12-28,P0049,W02,15,88035
1232,2025-03-20,P0019,W02,20,41220
1233,2026-02-12,P0004,W03,2,1850
1234,2025-12-30,P0040,W01,22,52272
1235,2024-02-13,P0041,W01,9,44136
1236,2026-06-05,P0037,W03,23,100901
1237,2026-08-11,P0002,W02,14,100702
1238,2026-12-28,P0006,W01,11,47696
1239,2024-04-20,P0028,W02,24,39768
1240,2026-09-20,P0025,W02,18,113490
1241,2026-07-22,P0003,W01,25,187500
1242,2026-09-05,P0027,W02,22,158246
1243,2025-01-16,P0027,W03,10,71930
1244,2024-04-22,P0049,W03,22,129118
1245,2026-03-31,P0014,W01,17,92242
1246,2024-05-16,P0009,W01,11,27203
1247,2026-09-28,P0015,W03,1,5813
1248,2026-09-15,P0039,W01,15,116685
1249,2025-11-10,P0028,W02,4,6628
1250,2025-11-05,P0026,W02,19,81510
1251,2026-02-12,P0023,W03,4,8564
1252,2024-07-23,P0021,W03,11,58080
1253,2025-03-25,P0002,W01,18,129474
1254,2026-03-01,P0037,W02,21,92127
1255,2025-09-21,P0041,W03,9,44136
1256,2024-10-04,P0044,W01,19,135717
1257,2026-05-31,P0023,W03,5,10705
1258,2026-02-01,P0018,W01,20,96960
1259,2026-12-19,P0036,W03,10,49700
1260,2025-08-08,P0009,W02,4,9892
1261,2025-02-27,P0016,W03,3,14727
1262,2025-12-10,P0015,W03,25,145325
1263,2026-06-24,P0044,W01,17,121431
1264,2026-03-26,P0024,W02,24,70368
1265,2025-02-06,P0040,W02,2,4752
1266,2024-07-11,P0004,W02,22,20350
1267,2025-08-30,P0036,W03,7,34790
1268,2026-06-18,P0037,W01,5,21935
1269,2025-12-22,P0003,W01,8,60000
1270,2024-12-08,P0029,W02,20,139340
1271,2025-12-14,P0037,W01,24,105288
1272,2025-03-27,P0011,W02,5,23990
1273,2026-08-04,P0036,W01,16,79520
1274,2024-04-24,P0012,W02,20,74760
1275,2024-09-05,P0026,W01,19,81510
1276,2024-07-28,P0026,W03,19,81510
1277,2026-01-16,P0030,W03,16,113216
1278,2025-04-25,P0030,W01,15,106140
1279,2025-06-18,P0021,W03,14,73920
1280,2025-02-27,P0049,W02,11,64559
1281,2026-07-07,P0048,W02,10,37210
1282,2025-08-06,P0037,W02,9,39483
1283,2026-07-09,P0029,W03,9,62703
1284,2024-01-30,P0003,W01,18,135000
1285,2026-12-07,P0032,W02,8,34968
1286,2026-03-28,P0047,W01,13,101777
1287,2026-12-15,P0034,W03,8,14480
1288,2025-01-13,P0021,W02,20,105600
1289,2025-07-15,P0020,W03,13,28002
1290,2026-09-27,P0027,W01,8,57544
1291,2026-06-29,P0003,W03,20,150000
1292,2026-05-17,P0023,W01,11,23551
1293,2024-10-21,P0020,W03,2,4308
1294,2024-06-09,P0012,W03,3,11214
1295,2024-08-14,P0032,W03,21,91791
1296,2024-04-20,P0017,W01,12,60936
1297,2026-06-16,P0021,W02,10,52800
1298,2024-11-04,P0003,W02,9,67500
1299,2024-02-06,P0037,W03,12,52644
1300,2024-01-09,P0046,W02,23,50922
1301,2026-04-07,P0032,W02,9,39339
1302,2025-09-27,P0019,W01,2,4122
1303,2026-02-23,P0033,W01,22,106986
1304,2024-06-30,P0038,W02,18,54126
1305,2025-04-29,P0010,W03,12,94392
1306,2024-09-19,P0037,W03,4,17548
1307,2024-05-25,P0050,W03,23,14099
1308,2026-11-28,P0021,W01,25,132000
1309,2026-01-12,P0021,W02,3,15840
1310,2025-03-22,P0006,W03,25,108400
1311,2026-12-10,P0017,W02,7,35546
1312,2025-05-25,P0026,W02,9,38610
1313,2025-03-15,P0009,W03,1,2473
